SubjectID,AssignmentID,ProblemID,ProblemKey,EventID,CodeStateID,attempt_number_student,attempt_number_problem,Score,is_correct_attempt,prompt_name,valid_json,raw_output,code_completeness,code_readability,control_flow_quality,decomposition_quality,variable_naming_quality,algorithmic_efficiency,error_proneness,overall_code_quality,llm_confidence,strategy_type
3551a84cfdcf198093e6688149f7456eaa54bad8b74b878e984b0a7bf0859533,492,31,492_31,52873,4e54885725a4b037c71011bd9a1f6643dbd04b2424b2f77a815f067fed1dcb6d,49,1,0.0,0,prompt_1_structured,True,"{""code_completeness"": 4, ""code_readability"": 4, ""control_flow_quality"": 4, ""decomposition_quality"": 2, ""variable_naming_quality"": 3, ""algorithmic_efficiency"": 3, ""error_proneness"": 2, ""overall_code_quality"": 3, ""llm_confidence"": 5, ""strategy_type"": ""loops_or_iteration""}",4.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,5.0,loops_or_iteration
3551a84cfdcf198093e6688149f7456eaa54bad8b74b878e984b0a7bf0859533,492,31,492_31,52873,4e54885725a4b037c71011bd9a1f6643dbd04b2424b2f77a815f067fed1dcb6d,49,1,0.0,0,prompt_2_rubric,True,"{""code_completeness"": 5, ""code_readability"": 3, ""control_flow_quality"": 3, ""decomposition_quality"": 5, ""variable_naming_quality"": 3, ""algorithmic_efficiency"": 2, ""error_proneness"": 3, ""overall_code_quality"": 3, ""llm_confidence"": 5, ""strategy_type"": ""direct_conditionals""}",5.0,3.0,3.0,5.0,3.0,2.0,3.0,3.0,5.0,direct_conditionals
3551a84cfdcf198093e6688149f7456eaa54bad8b74b878e984b0a7bf0859533,492,38,492_38,52791,c47870a8760ef664b0eefaefcbf57d8d484ed544ac0cbe9456f6b7658824c809,72,3,0.0,0,prompt_0_minimal,True,"{""code_completeness"": 4, ""code_readability"": 3, ""control_flow_quality"": 3, ""decomposition_quality"": 2, ""variable_naming_quality"": 2, ""algorithmic_efficiency"": 3, ""error_proneness"": 4, ""overall_code_quality"": 2, ""llm_confidence"": 4, ""strategy_type"": ""direct_conditionals""}",4.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,4.0,direct_conditionals
3551a84cfdcf198093e6688149f7456eaa54bad8b74b878e984b0a7bf0859533,492,38,492_38,52791,c47870a8760ef664b0eefaefcbf57d8d484ed544ac0cbe9456f6b7658824c809,72,3,0.0,0,prompt_1_structured,True,"{""code_completeness"": 4, ""code_readability"": 3, ""control_flow_quality"": 3, ""decomposition_quality"": 2, ""variable_naming_quality"": 2, ""algorithmic_efficiency"": 3, ""error_proneness"": 4, ""overall_code_quality"": 3, ""llm_confidence"": 4, ""strategy_type"": ""direct_conditionals""}",4.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,direct_conditionals
3551a84cfdcf198093e6688149f7456eaa54bad8b74b878e984b0a7bf0859533,492,38,492_38,52791,c47870a8760ef664b0eefaefcbf57d8d484ed544ac0cbe9456f6b7658824c809,72,3,0.0,0,prompt_2_rubric,True,"{""code_completeness"": 4, ""code_readability"": 3, ""control_flow_quality"": 3, ""decomposition_quality"": 2, ""variable_naming_quality"": 2, ""algorithmic_efficiency"": 3, ""error_proneness"": 4, ""overall_code_quality"": 3, ""llm_confidence"": 5, ""strategy_type"": ""direct_conditionals""}",4.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,5.0,direct_conditionals
3551a84cfdcf198093e6688149f7456eaa54bad8b74b878e984b0a7bf0859533,492,128,492_128,52809,0521274a51a3572039c17ae992f76d0899da7d9c12f1571244d620860cab590a,96,4,1.0,1,prompt_0_minimal,True,"{""code_completeness"": 5, ""code_readability"": 3, ""control_flow_quality"": 4, ""decomposition_quality"": 1, ""variable_naming_quality"": 5, ""algorithmic_efficiency"": 4, ""error_proneness"": 2, ""overall_code_quality"": 3, ""llm_confidence"": 4, ""strategy_type"": ""direct_conditionals""}",5.0,3.0,4.0,1.0,5.0,4.0,2.0,3.0,4.0,direct_conditionals
3551a84cfdcf198093e6688149f7456eaa54bad8b74b878e984b0a7bf0859533,492,128,492_128,52809,0521274a51a3572039c17ae992f76d0899da7d9c12f1571244d620860cab590a,96,4,1.0,1,prompt_1_structured,True,"{""code_completeness"": 5, ""code_readability"": 4, ""control_flow_quality"": 4, ""decomposition_quality"": 3, ""variable_naming_quality"": 5, ""algorithmic_efficiency"": 4, ""error_proneness"": 2, ""overall_code_quality"": 4, ""llm_confidence"": 5, ""strategy_type"": ""loops_or_iteration""}",5.0,4.0,4.0,3.0,5.0,4.0,2.0,4.0,5.0,loops_or_iteration
3551a84cfdcf198093e6688149f7456eaa54bad8b74b878e984b0a7bf0859533,492,128,492_128,52809,0521274a51a3572039c17ae992f76d0899da7d9c12f1571244d620860cab590a,96,4,1.0,1,prompt_2_rubric,True,"{""code_completeness"": 5, ""code_readability"": 3, ""control_flow_quality"": 4, ""decomposition_quality"": 5, ""variable_naming_quality"": 3, ""algorithmic_efficiency"": 4, ""error_proneness"": 3, ""overall_code_quality"": 4, ""llm_confidence"": 5, ""strategy_type"": ""direct_conditionals""}",5.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,5.0,direct_conditionals
3568b95554d7b990289169b9eec3ab615228f845fcdf9cbd71bbb4994cd93a7e,439,1,439_1,16783,85fe8678410b015e4e88814d56b526463d1dfe0a8bf62c0b427cf0853d2e0155,1,1,1.0,1,prompt_0_minimal,True,"{""code_completeness"": 5, ""code_readability"": 4, ""control_flow_quality"": 4, ""decomposition_quality"": 1, ""variable_naming_quality"": 5, ""algorithmic_efficiency"": 5, ""error_proneness"": 1, ""overall_code_quality"": 4, ""llm_confidence"": 5, ""strategy_type"": ""direct_conditionals""}",5.0,4.0,4.0,1.0,5.0,5.0,1.0,4.0,5.0,direct_conditionals
3568b95554d7b990289169b9eec3ab615228f845fcdf9cbd71bbb4994cd93a7e,439,1,439_1,16783,85fe8678410b015e4e88814d56b526463d1dfe0a8bf62c0b427cf0853d2e0155,1,1,1.0,1,prompt_1_structured,True,"{""code_completeness"": 5, ""code_readability"": 5, ""control_flow_quality"": 5, ""decomposition_quality"": 1, ""variable_naming_quality"": 5, ""algorithmic_efficiency"": 5, ""error_proneness"": 1, ""overall_code_quality"": 4, ""llm_confidence"": 5, ""strategy_type"": ""direct_conditionals""}",5.0,5.0,5.0,1.0,5.0,5.0,1.0,4.0,5.0,direct_conditionals
3568b95554d7b990289169b9eec3ab615228f845fcdf9cbd71bbb4994cd93a7e,439,1,439_1,16783,85fe8678410b015e4e88814d56b526463d1dfe0a8bf62c0b427cf0853d2e0155,1,1,1.0,1,prompt_2_rubric,True,"{""code_completeness"": 5, ""code_readability"": 4, ""control_flow_quality"": 4, ""decomposition_quality"": 5, ""variable_naming_quality"": 3, ""algorithmic_efficiency"": 5, ""error_proneness"": 2, ""overall_code_quality"": 4, ""llm_confidence"": 5, ""strategy_type"": ""direct_conditionals""}",5.0,4.0,4.0,5.0,3.0,5.0,2.0,4.0,5.0,direct_conditionals
3568b95554d7b990289169b9eec3ab615228f845fcdf9cbd71bbb4994cd93a7e,487,101,487_101,35554,71add52c14ddb95a890d8d2b918233bc9dd9762facfe6c7b886c668f6640dedc,46,5,0.72,0,prompt_0_minimal,True,"{""code_completeness"": 5, ""code_readability"": 3, ""control_flow_quality"": 2, ""decomposition_quality"": 1, ""variable_naming_quality"": 3, ""algorithmic_efficiency"": 3, ""error_proneness"": 3, ""overall_code_quality"": 2, ""llm_confidence"": 4, ""strategy_type"": ""direct_conditionals""}",5.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,4.0,direct_conditionals
3568b95554d7b990289169b9eec3ab615228f845fcdf9cbd71bbb4994cd93a7e,487,101,487_101,35554,71add52c14ddb95a890d8d2b918233bc9dd9762facfe6c7b886c668f6640dedc,46,5,0.72,0,prompt_1_structured,True,"{""code_completeness"": 3, ""code_readability"": 2, ""control_flow_quality"": 2, ""decomposition_quality"": 1, ""variable_naming_quality"": 3, ""algorithmic_efficiency"": 2, ""error_proneness"": 4, ""overall_code_quality"": 2, ""llm_confidence"": 4, ""strategy_type"": ""direct_conditionals""}",3.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,4.0,direct_conditionals
3568b95554d7b990289169b9eec3ab615228f845fcdf9cbd71bbb4994cd93a7e,487,101,487_101,35554,71add52c14ddb95a890d8d2b918233bc9dd9762facfe6c7b886c668f6640dedc,46,5,0.72,0,prompt_2_rubric,True,"{""code_completeness"": 4, ""code_readability"": 3, ""control_flow_quality"": 2, ""decomposition_quality"": 1, ""variable_naming_quality"": 2, ""algorithmic_efficiency"": 2, ""error_proneness"": 4, ""overall_code_quality"": 2, ""llm_confidence"": 5, ""strategy_type"": ""direct_conditionals""}",4.0,3.0,2.0,1.0,2.0,2.0,4.0,2.0,5.0,direct_conditionals
3568b95554d7b990289169b9eec3ab615228f845fcdf9cbd71bbb4994cd93a7e,492,36,492_36,62730,fc878c33de85ce35d70e66d8f779b0d751018dd6303b501b6789f256df0d2972,91,2,0.5882350000000001,0,prompt_0_minimal,True,"{""code_completeness"": 5, ""code_readability"": 4, ""control_flow_quality"": 4, ""decomposition_quality"": 2, ""variable_naming_quality"": 3, ""algorithmic_efficiency"": 4, ""error_proneness"": 2, ""overall_code_quality"": 3, ""llm_confidence"": 4, ""strategy_type"": ""direct_conditionals""}",5.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,direct_conditionals
3568b95554d7b990289169b9eec3ab615228f845fcdf9cbd71bbb4994cd93a7e,492,36,492_36,62730,fc878c33de85ce35d70e66d8f779b0d751018dd6303b501b6789f256df0d2972,91,2,0.5882350000000001,0,prompt_1_structured,True,"{""code_completeness"": 5, ""code_readability"": 4, ""control_flow_quality"": 5, ""decomposition_quality"": 3, ""variable_naming_quality"": 4, ""algorithmic_efficiency"": 4, ""error_proneness"": 2, ""overall_code_quality"": 4, ""llm_confidence"": 5, ""strategy_type"": ""direct_conditionals""}",5.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,5.0,direct_conditionals
3568b95554d7b990289169b9eec3ab615228f845fcdf9cbd71bbb4994cd93a7e,492,36,492_36,62730,fc878c33de85ce35d70e66d8f779b0d751018dd6303b501b6789f256df0d2972,91,2,0.5882350000000001,0,prompt_2_rubric,True,"{""code_completeness"": 5, ""code_readability"": 4, ""control_flow_quality"": 4, ""decomposition_quality"": 3, ""variable_naming_quality"": 3, ""algorithmic_efficiency"": 4, ""error_proneness"": 2, ""overall_code_quality"": 4, ""llm_confidence"": 5, ""strategy_type"": ""direct_conditionals""}",5.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,5.0,direct_conditionals
3568b95554d7b990289169b9eec3ab615228f845fcdf9cbd71bbb4994cd93a7e,494,44,494_44,67784,5afdf19adecc5386fbcd71495e9b082dc486975b108bbd4cdda87b3c934717ef,137,2,0.5,0,prompt_0_minimal,True,"{""code_completeness"": 5, ""code_readability"": 4, ""control_flow_quality"": 3, ""decomposition_quality"": 1, ""variable_naming_quality"": 4, ""algorithmic_efficiency"": 4, ""error_proneness"": 3, ""overall_code_quality"": 3, ""llm_confidence"": 4, ""strategy_type"": ""direct_conditionals""}",5.0,4.0,3.0,1.0,4.0,4.0,3.0,3.0,4.0,direct_conditionals
3568b95554d7b990289169b9eec3ab615228f845fcdf9cbd71bbb4994cd93a7e,494,44,494_44,67784,5afdf19adecc5386fbcd71495e9b082dc486975b108bbd4cdda87b3c934717ef,137,2,0.5,0,prompt_1_structured,True,"{""code_completeness"": 3, ""code_readability"": 4, ""control_flow_quality"": 2, ""decomposition_quality"": 1, ""variable_naming_quality"": 3, ""algorithmic_efficiency"": 5, ""error_proneness"": 4, ""overall_code_quality"": 2, ""llm_confidence"": 5, ""strategy_type"": ""direct_conditionals""}",3.0,4.0,2.0,1.0,3.0,5.0,4.0,2.0,5.0,direct_conditionals
3568b95554d7b990289169b9eec3ab615228f845fcdf9cbd71bbb4994cd93a7e,494,44,494_44,67784,5afdf19adecc5386fbcd71495e9b082dc486975b108bbd4cdda87b3c934717ef,137,2,0.5,0,prompt_2_rubric,True,"{""code_completeness"": 5, ""code_readability"": 4, ""control_flow_quality"": 2, ""decomposition_quality"": 5, ""variable_naming_quality"": 4, ""algorithmic_efficiency"": 3, ""error_proneness"": 4, ""overall_code_quality"": 3, ""llm_confidence"": 5, ""strategy_type"": ""direct_conditionals""}",5.0,4.0,2.0,5.0,4.0,3.0,4.0,3.0,5.0,direct_conditionals
3568b95554d7b990289169b9eec3ab615228f845fcdf9cbd71bbb4994cd93a7e,502,118,502_118,103417,46dac0d7ac14c75f69e40b5a8d0e4b0b0f6c9e8213c782377e0f90aa64edc664,182,1,1.0,1,prompt_0_minimal,True,"{""code_completeness"": 5, ""code_readability"": 4, ""control_flow_quality"": 4, ""decomposition_quality"": 2, ""variable_naming_quality"": 4, ""algorithmic_efficiency"": 4, ""error_proneness"": 2, ""overall_code_quality"": 4, ""llm_confidence"": 5, ""strategy_type"": ""loops_or_iteration""}",5.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,5.0,loops_or_iteration
3568b95554d7b990289169b9eec3ab615228f845fcdf9cbd71bbb4994cd93a7e,502,118,502_118,103417,46dac0d7ac14c75f69e40b5a8d0e4b0b0f6c9e8213c782377e0f90aa64edc664,182,1,1.0,1,prompt_1_structured,True,"{""code_completeness"": 5, ""code_readability"": 4, ""control_flow_quality"": 5, ""decomposition_quality"": 3, ""variable_naming_quality"": 4, ""algorithmic_efficiency"": 5, ""error_proneness"": 2, ""overall_code_quality"": 4, ""llm_confidence"": 5, ""strategy_type"": ""loops_or_iteration""}",5.0,4.0,5.0,3.0,4.0,5.0,2.0,4.0,5.0,loops_or_iteration
3568b95554d7b990289169b9eec3ab615228f845fcdf9cbd71bbb4994cd93a7e,502,118,502_118,103417,46dac0d7ac14c75f69e40b5a8d0e4b0b0f6c9e8213c782377e0f90aa64edc664,182,1,1.0,1,prompt_2_rubric,True,"{""code_completeness"": 5, ""code_readability"": 4, ""control_flow_quality"": 4, ""decomposition_quality"": 3, ""variable_naming_quality"": 3, ""algorithmic_efficiency"": 4, ""error_proneness"": 2, ""overall_code_quality"": 4, ""llm_confidence"": 5, ""strategy_type"": ""direct_conditionals""}",5.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,5.0,direct_conditionals
35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,439,1,439_1,12812,b20d1b095a368f36a43e460b71d817f831f9e24c491c96859e1625f6b71050db,1,1,1.0,1,prompt_0_minimal,True,"{""code_completeness"": 5, ""code_readability"": 4, ""control_flow_quality"": 5, ""decomposition_quality"": 1, ""variable_naming_quality"": 5, ""algorithmic_efficiency"": 5, ""error_proneness"": 1, ""overall_code_quality"": 4, ""llm_confidence"": 5, ""strategy_type"": ""direct_conditionals""}",5.0,4.0,5.0,1.0,5.0,5.0,1.0,4.0,5.0,direct_conditionals
35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,439,1,439_1,12812,b20d1b095a368f36a43e460b71d817f831f9e24c491c96859e1625f6b71050db,1,1,1.0,1,prompt_1_structured,True,"{""code_completeness"": 5, ""code_readability"": 5, ""control_flow_quality"": 5, ""decomposition_quality"": 1, ""variable_naming_quality"": 5, ""algorithmic_efficiency"": 5, ""error_proneness"": 1, ""overall_code_quality"": 4, ""llm_confidence"": 5, ""strategy_type"": ""direct_conditionals""}",5.0,5.0,5.0,1.0,5.0,5.0,1.0,4.0,5.0,direct_conditionals
35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,439,1,439_1,12812,b20d1b095a368f36a43e460b71d817f831f9e24c491c96859e1625f6b71050db,1,1,1.0,1,prompt_2_rubric,True,"{""code_completeness"": 5, ""code_readability"": 4, ""control_flow_quality"": 5, ""decomposition_quality"": 5, ""variable_naming_quality"": 4, ""algorithmic_efficiency"": 5, ""error_proneness"": 1, ""overall_code_quality"": 5, ""llm_confidence"": 5, ""strategy_type"": ""direct_conditionals""}",5.0,4.0,5.0,5.0,4.0,5.0,1.0,5.0,5.0,direct_conditionals
35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,487,101,487_101,38743,ac1655e27707a020217bc04013782e921dfa0af497306293a69f61dd6272023e,107,8,0.16,0,prompt_0_minimal,True,"{""code_completeness"": 3, ""code_readability"": 2, ""control_flow_quality"": 2, ""decomposition_quality"": 1, ""variable_naming_quality"": 3, ""algorithmic_efficiency"": 3, ""error_proneness"": 4, ""overall_code_quality"": 2, ""llm_confidence"": 3, ""strategy_type"": ""direct_conditionals""}",3.0,2.0,2.0,1.0,3.0,3.0,4.0,2.0,3.0,direct_conditionals
35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,487,101,487_101,38743,ac1655e27707a020217bc04013782e921dfa0af497306293a69f61dd6272023e,107,8,0.16,0,prompt_1_structured,True,"{""code_completeness"": 2, ""code_readability"": 2, ""control_flow_quality"": 1, ""decomposition_quality"": 1, ""variable_naming_quality"": 1, ""algorithmic_efficiency"": 1, ""error_proneness"": 5, ""overall_code_quality"": 1, ""llm_confidence"": 4, ""strategy_type"": ""unclear_or_other""}",2.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,unclear_or_other
35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,487,101,487_101,38743,ac1655e27707a020217bc04013782e921dfa0af497306293a69f61dd6272023e,107,8,0.16,0,prompt_2_rubric,True,"{""code_completeness"": 2, ""code_readability"": 3, ""control_flow_quality"": 2, ""decomposition_quality"": 1, ""variable_naming_quality"": 2, ""algorithmic_efficiency"": 2, ""error_proneness"": 4, ""overall_code_quality"": 2, ""llm_confidence"": 4, ""strategy_type"": ""direct_conditionals""}",2.0,3.0,2.0,1.0,2.0,2.0,4.0,2.0,4.0,direct_conditionals
35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,492,39,492_39,54862,1a48980e30c4cc5425601c4d39eaa4ad912dd9f5b07775643355f4601b690de3,212,11,0.8947370000000001,0,prompt_0_minimal,True,"{""code_completeness"": 4, ""code_readability"": 3, ""control_flow_quality"": 2, ""decomposition_quality"": 1, ""variable_naming_quality"": 2, ""algorithmic_efficiency"": 3, ""error_proneness"": 4, ""overall_code_quality"": 2, ""llm_confidence"": 4, ""strategy_type"": ""direct_conditionals""}",4.0,3.0,2.0,1.0,2.0,3.0,4.0,2.0,4.0,direct_conditionals
35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,492,39,492_39,54862,1a48980e30c4cc5425601c4d39eaa4ad912dd9f5b07775643355f4601b690de3,212,11,0.8947370000000001,0,prompt_1_structured,True,"{""code_completeness"": 3, ""code_readability"": 2, ""control_flow_quality"": 2, ""decomposition_quality"": 1, ""variable_naming_quality"": 5, ""algorithmic_efficiency"": 2, ""error_proneness"": 4, ""overall_code_quality"": 2, ""llm_confidence"": 4, ""strategy_type"": ""direct_conditionals""}",3.0,2.0,2.0,1.0,5.0,2.0,4.0,2.0,4.0,direct_conditionals
35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,492,39,492_39,54862,1a48980e30c4cc5425601c4d39eaa4ad912dd9f5b07775643355f4601b690de3,212,11,0.8947370000000001,0,prompt_2_rubric,True,"{""code_completeness"": 5, ""code_readability"": 2, ""control_flow_quality"": 2, ""decomposition_quality"": 1, ""variable_naming_quality"": 3, ""algorithmic_efficiency"": 2, ""error_proneness"": 4, ""overall_code_quality"": 2, ""llm_confidence"": 5, ""strategy_type"": ""direct_conditionals""}",5.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,5.0,direct_conditionals
35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,494,67,494_67,71594,3f7b17f3ad47f8ab2cad84668609695bd94e204120378dfb98bff8c68402ce90,317,8,0.9,0,prompt_0_minimal,True,"{""code_completeness"": 5, ""code_readability"": 3, ""control_flow_quality"": 3, ""decomposition_quality"": 1, ""variable_naming_quality"": 4, ""algorithmic_efficiency"": 4, ""error_proneness"": 3, ""overall_code_quality"": 3, ""llm_confidence"": 4, ""strategy_type"": ""direct_conditionals""}",5.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,4.0,direct_conditionals
35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,494,67,494_67,71594,3f7b17f3ad47f8ab2cad84668609695bd94e204120378dfb98bff8c68402ce90,317,8,0.9,0,prompt_1_structured,True,"{""code_completeness"": 5, ""code_readability"": 4, ""control_flow_quality"": 4, ""decomposition_quality"": 2, ""variable_naming_quality"": 5, ""algorithmic_efficiency"": 5, ""error_proneness"": 3, ""overall_code_quality"": 4, ""llm_confidence"": 5, ""strategy_type"": ""loops_or_iteration""}",5.0,4.0,4.0,2.0,5.0,5.0,3.0,4.0,5.0,loops_or_iteration
35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,494,67,494_67,71594,3f7b17f3ad47f8ab2cad84668609695bd94e204120378dfb98bff8c68402ce90,317,8,0.9,0,prompt_2_rubric,True,"{""code_completeness"": 5, ""code_readability"": 3, ""control_flow_quality"": 3, ""decomposition_quality"": 5, ""variable_naming_quality"": 4, ""algorithmic_efficiency"": 4, ""error_proneness"": 3, ""overall_code_quality"": 3, ""llm_confidence"": 5, ""strategy_type"": ""direct_conditionals""}",5.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,5.0,direct_conditionals
35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,502,112,502_112,94178,613ca9ea7eb3c4ba72ae00c6d0aef7f11a48c3f0405108365002be00aa7aa2b8,423,2,0.2857139999999999,0,prompt_0_minimal,True,"{""code_completeness"": 3, ""code_readability"": 4, ""control_flow_quality"": 3, ""decomposition_quality"": 1, ""variable_naming_quality"": 4, ""algorithmic_efficiency"": 3, ""error_proneness"": 2, ""overall_code_quality"": 3, ""llm_confidence"": 4, ""strategy_type"": ""incomplete_or_empty""}",3.0,4.0,3.0,1.0,4.0,3.0,2.0,3.0,4.0,incomplete_or_empty
35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,502,112,502_112,94178,613ca9ea7eb3c4ba72ae00c6d0aef7f11a48c3f0405108365002be00aa7aa2b8,423,2,0.2857139999999999,0,prompt_1_structured,True,"{""code_completeness"": 2, ""code_readability"": 3, ""control_flow_quality"": 2, ""decomposition_quality"": 1, ""variable_naming_quality"": 3, ""algorithmic_efficiency"": 3, ""error_proneness"": 3, ""overall_code_quality"": 2, ""llm_confidence"": 4, ""strategy_type"": ""incomplete_or_empty""}",2.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,4.0,incomplete_or_empty
35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,502,112,502_112,94178,613ca9ea7eb3c4ba72ae00c6d0aef7f11a48c3f0405108365002be00aa7aa2b8,423,2,0.2857139999999999,0,prompt_2_rubric,True,"{""code_completeness"": 2, ""code_readability"": 3, ""control_flow_quality"": 2, ""decomposition_quality"": 1, ""variable_naming_quality"": 3, ""algorithmic_efficiency"": 2, ""error_proneness"": 4, ""overall_code_quality"": 2, ""llm_confidence"": 4, ""strategy_type"": ""incomplete_or_empty""}",2.0,3.0,2.0,1.0,3.0,2.0,4.0,2.0,4.0,incomplete_or_empty
39c6aa59ad63e9299ccc79651cdfdb45b84559308e246d42dd9c0afe04931d3b,439,1,439_1,143413,7964f79d39324bcbc64756a30d838cadf5691bfd196cc39ec0661b613318d465,1,1,1.0,1,prompt_0_minimal,True,"{""code_completeness"": 5, ""code_readability"": 4, ""control_flow_quality"": 4, ""decomposition_quality"": 1, ""variable_naming_quality"": 5, ""algorithmic_efficiency"": 5, ""error_proneness"": 1, ""overall_code_quality"": 4, ""llm_confidence"": 5, ""strategy_type"": ""direct_conditionals""}",5.0,4.0,4.0,1.0,5.0,5.0,1.0,4.0,5.0,direct_conditionals
39c6aa59ad63e9299ccc79651cdfdb45b84559308e246d42dd9c0afe04931d3b,439,1,439_1,143413,7964f79d39324bcbc64756a30d838cadf5691bfd196cc39ec0661b613318d465,1,1,1.0,1,prompt_1_structured,True,"{""code_completeness"": 5, ""code_readability"": 5, ""control_flow_quality"": 5, ""decomposition_quality"": 5, ""variable_naming_quality"": 5, ""algorithmic_efficiency"": 5, ""error_proneness"": 1, ""overall_code_quality"": 5, ""llm_confidence"": 5, ""strategy_type"": ""direct_conditionals""}",5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,direct_conditionals
39c6aa59ad63e9299ccc79651cdfdb45b84559308e246d42dd9c0afe04931d3b,439,1,439_1,143413,7964f79d39324bcbc64756a30d838cadf5691bfd196cc39ec0661b613318d465,1,1,1.0,1,prompt_2_rubric,True,"{""code_completeness"": 5, ""code_readability"": 4, ""control_flow_quality"": 4, ""decomposition_quality"": 5, ""variable_naming_quality"": 3, ""algorithmic_efficiency"": 5, ""error_proneness"": 2, ""overall_code_quality"": 4, ""llm_confidence"": 5, ""strategy_type"": ""direct_conditionals""}",5.0,4.0,4.0,5.0,3.0,5.0,2.0,4.0,5.0,direct_conditionals
39c6aa59ad63e9299ccc79651cdfdb45b84559308e246d42dd9c0afe04931d3b,439,236,439_236,143363,2df6ea1cb115852f38c79b695de2644ca7f197f57cba0d2dafcbc86308bfa3b5,63,2,0.0,0,prompt_0_minimal,True,"{""code_completeness"": 3, ""code_readability"": 2, ""control_flow_quality"": 2, ""decomposition_quality"": 1, ""variable_naming_quality"": 5, ""algorithmic_efficiency"": 5, ""error_proneness"": 5, ""overall_code_quality"": 2, ""llm_confidence"": 4, ""strategy_type"": ""direct_conditionals""}",3.0,2.0,2.0,1.0,5.0,5.0,5.0,2.0,4.0,direct_conditionals
39c6aa59ad63e9299ccc79651cdfdb45b84559308e246d42dd9c0afe04931d3b,439,236,439_236,143363,2df6ea1cb115852f38c79b695de2644ca7f197f57cba0d2dafcbc86308bfa3b5,63,2,0.0,0,prompt_1_structured,True,"{""code_completeness"": 3, ""code_readability"": 2, ""control_flow_quality"": 2, ""decomposition_quality"": 1, ""variable_naming_quality"": 5, ""algorithmic_efficiency"": 5, ""error_proneness"": 5, ""overall_code_quality"": 2, ""llm_confidence"": 5, ""strategy_type"": ""direct_conditionals""}",3.0,2.0,2.0,1.0,5.0,5.0,5.0,2.0,5.0,direct_conditionals
39c6aa59ad63e9299ccc79651cdfdb45b84559308e246d42dd9c0afe04931d3b,439,236,439_236,143363,2df6ea1cb115852f38c79b695de2644ca7f197f57cba0d2dafcbc86308bfa3b5,63,2,0.0,0,prompt_2_rubric,True,"{""code_completeness"": 2, ""code_readability"": 2, ""control_flow_quality"": 1, ""decomposition_quality"": 1, ""variable_naming_quality"": 3, ""algorithmic_efficiency"": 3, ""error_proneness"": 5, ""overall_code_quality"": 1, ""llm_confidence"": 5, ""strategy_type"": ""direct_conditionals""}",2.0,2.0,1.0,1.0,3.0,3.0,5.0,1.0,5.0,direct_conditionals
